"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ids_13,ids_sr,"Indikér venligst den svarmulighed for hvert emne, der bedst beskriver dig i de sidste 2 uger. Besvar venligst enten 15 eller 16 (ikke begge)",radio,"15. Ved vægttab (seneste 2 uger).","0, Min vægt har ikke ændret sig | 1, Det føles som om jeg har tabt mig en smule | 2, Jeg har tabt mig 1 kg eller mere | 3, Jeg har tabt mig 2 ½ kg eller mere","Venligst udfyld spørgsmål 15 eller 16, ikke begge",,,,,[ids_14]='',y,,,,,
ids_14,ids_sr,,radio,"16. Ved vægtøgning (seneste 2 uger)","0, Min vægt har ikke ændret sig | 1, Det føles som om jeg har taget en smule på | 2, Jeg har taget 1 kg eller mere på | 3, Jeg har taget 2 ½ kg eller mere på","Venligst udfyld spørgsmål 15 eller 16, ikke begge",,,,,[ids_13]='',y,,,,,
ids_15,ids_sr,"Indikér venligst den svarmulighed for hvert emne, der bedst beskriver dig i de sidste syv dage.",radio,"17. Koncentration/beslutningstagning","0, Der er ingen ændring i min sædvanlige evne til at koncentrere mig eller tage beslutninger | 1, Jeg føler mig af og til ubeslutsom eller føler, at jeg ikke kan fastholde opmærksomheden | 2, Det meste af tiden må jeg virkelig anstrenge mig for at koncentrere mig eller tage beslutninger | 3, Jeg kan ikke koncentrere mig nok til at læse eller jeg er ikke i stand til tage selv mindre beslutninger",,,,,,,y,,,,,
ids_16,ids_sr,,radio,"18. Syn på mig selv","0, I mine øjne er jeg lige så meget værd og fortjener at have det ligeså godt som alle andre mennesker | 1, Jeg er mere selvbebrejdende end jeg plejer at være | 2, Jeg tror for det meste at jeg giver andre mennesker problemer | 3, Jeg tænker næsten hele tiden på større og mindre fejl ved mig selv",,,,,,,y,,,,,
ids_17,ids_sr,,radio,"19. Syn på min fremtid","0, Jeg ser optimistisk på min fremtid | 1, Jeg er af og til pessimistisk med hensyn til min fremtid, men for det meste tror jeg på, at det vil gå bedre | 2, Jeg er ret sikker på, at min nærmeste fremtid (1-2 måneder) ikke er særligt lovende | 3, Jeg tror ikke der er noget håb om at det vil gå godt for mig på noget som helst tidspunkt i fremtiden.",,,,,,,y,,,,,
ids_18,ids_sr,,radio,"20. Tanker om død eller selvmord","0, Jeg tænker ikke på selvmord eller død | 1, Jeg føler, at tilværelsen er tom, eller spekulerer på om livet er værd at leve | 2, Jeg tænker på selvmord eller død flere gange om ugen, i flere minutter ad gangen | 3, Jeg tænker indgående på selvmord eller død flere gange om dagen, eller jeg har lagt konkrete selvmords-planer, eller jeg har faktisk forsøgt at tage mit liv",,,,,,,y,,,,,
ids_19,ids_sr,,radio,"21. Generel interesse","0, Min interesse for andre mennesker og aktiviteterer uændret | 1, Jeg har lagt mærke til, at min interesse for andre mennesker eller aktiviteter er blevet mindre | 2, Jeg har lagt mærke til, at det er kun en eller to af mine tidligere aktiviteter jeg stadigvæk erinteresseret i | 3, Jeg har praktisk taget ingen interesse længere for mine tidligere aktiviteter",,,,,,,y,,,,,
ids_20,ids_sr,,radio,"22. Energiniveau","0, Der er ingen ændring i forhold til mit sædvanlige energiniveau | 1, Jeg bliver hurtigere træt end normalt | 2, Jeg skal gøre mig store anstrengelser for at komme i gang med eller blive færdig med mine sædvanlige daglige aktiviteter (f.eks. købe ind,gøre hus-arbejde, lave mad eller gå på arbejde) | 3, Jeg er faktisk ikke i stand til at udføre de fleste af mine sædvanlige daglige aktiviteter, fordi jeg simpelthen ikke har energi til det",,,,,,,y,,,,,
ids_21,ids_sr,,radio,"23. Evnen til at glæde sig over eller nyde noget (bortset fra sex)","0, Jeg nyder fornøjelige aktiviteter lige så meget som jeg plejer | 1, Jeg oplever ikke den samme glæde som sædvanlig ved fornøjelige aktiviteter | 2, Det er sjældent at jeg føler glæde ved nogen som helst aktivitet | 3, Det er mig ikke muligt at føle glæde eller nydelse ved noget som helst",,,,,,,y,,,,,
ids_22,ids_sr,,radio,"24. Interesse for sex (angiv venligst interesse, ikke aktivitet)","0, Min interesse for sex er helt uændret | 1, Min interesse for sex er noget mindre end sædvanlig, eller jeg har ikke samme glæde ved sex som jeg plejer | 2, Jeg har kun lidt lyst til eller sjældent glæde ved sex | 3, Jeg har absolut ingen interesse for eller glæde ved sex",,,,,,,y,,,,,
ids_23,ids_sr,,radio,"25. Følelse af langsomhed","0, Jeg tænker, taler og bevæger mig i mit sædvanlige tempo | 1, Jeg synes, at jeg tænker langsommere eller at min stemme lyder kedelig og flad | 2, Det tager mig flere sekunder at svare på de fleste spørgsmål, og jeg er sikker på at jeg tænker langsommere | 3, Jeg er ofte ikke i stand til at svare på spørgsmål uden at gøre mig store anstrengelser",,,,,,,y,,,,,
ids_24,ids_sr,,radio,"26. Følelse af rastløshed","0, Jeg føler mig ikke rastløs | 1, Jeg er ofte urolig, vrider mine hænder eller er nødt til at skifte stilling når jeg sidder ned | 2, Jeg føler trang til bevæge mig omkring hele tiden og er temmelig rastløs | 3, Til tider er jeg overhovedet ikke i stand til at blive siddende, men er nødt til at trave frem og tilbage",,,,,,,y,,,,,
ids_25,ids_sr,,radio,"27. Smerter","0, Jeg føler mig ikke tung i mine arme eller ben oghar ingen smerter | 1, Det sker at jeg får hovedpine eller mave -, ryg eller ledsmerter, men det er smerter der kun forekommer engang imellem, og de forhindrer mig ikke i at passe mine gøremål | 2, Den slags smerter har jeg det meste af tiden | 3, Disse smerter er så stærke at de tvinger mig til at afbryde hvad jeg er i gang med",,,,,,,y,,,,,
ids_26,ids_sr,,radio,"28. Andre fysiske symptomer","0, Jeg har ingen af følgende symptomer: hurtig hjertebanken, sløret syn, svedeture, hede- og kuldeture, smerter i brystet, uregelmæssig hjerterytme, ringen for ørene eller rysten. | 1, Jeg har nogle af disse symptomer, men de er lette og forekommer kun engang imellem | 2, Jeg har flere af disse symptomer, og de generer mig temmelig meget | 3, Jeg har flere af disse symptomer, og når de forekommer, er jeg nødt til afbryde hvad jeg er i gang med",,,,,,,y,,,,,
ids_27,ids_sr,,radio,"29. Symptomer forbundet med panik/fobier","0, Jeg får ikke panikanfald eller har situationsbestemte angstfornemmelser (fobier)(som f.eks. over for højder eller visse dyr) | 1, Jeg får lette panikanfald eller angstfornemmelser som normalt ikke påvirker min adfærd eller hindrer mig i at fungere | 2, Jeg får stærke panikanfald eller angst-fornemmelser som tvinger mig til at ændre min adfærd, men som ikke hindrer mig i at fungere | 3, Jeg oplever mindst én gang om ugen et panik-anfald eller angst der er så stærk, at det hindrer mig i at udføre mine daglige aktiviteter",,,,,,,y,,,,,
ids_28,ids_sr,,radio,"30. Forstoppelse/diarré","0, Der er ingen ændring i mine sædvanlige afføringsvaner | 1, Jeg har ind imellem forstoppelse eller diarré, men kun i let grad | 2, Jeg har diarré eller forstoppelse det meste af tiden, men det har ingen indvirkning på min funktionsevne i det daglige | 3, Jeg har forstoppelse eller diarré, som jeg tager medicin for eller som går ud over mine daglige aktiviteter",,,,,,,y,,,,,
ids_29,ids_sr,,radio,"31. Overfølsomhed i omgang med andre mennesker","0, Jeg har slet ikke været tilbøjelig til at føle mig afvist, forbigået, kritiseret eller såret af andre | 1, Jeg har af og til følt mig afvist, forbigået, kritiseret eller såret af andre | 2, Jeg har ofte følt mig afvist, forbigået, kritiseret eller såret af andre, men sådanne følelser har haft meget lidt indflydelse på mit forhold til andre mennesker eller på mit arbejde | 3, Jeg har ofte følt mig afvist, forbigået, kritiseret eller såret af andre, og disse følelser har forstyrret mit forhold til andre mennesker og til mit arbejde",,,,,,,y,,,,,
ids_30,ids_sr,,radio,"32. Kraftesløshed/blytunghed/fysisk energi","0, Jeg har ikke oplevet en fysisk fornemmelse af at være tynget ned og uden fysisk energi | 1, Jeg har en gang imellem haft perioder hvor jeg følte mig fysisk tynget ned og uden fysisk energi,men uden at dette havde en negativ indvirkning på arbejde, skolegang eller aktivitetsniveau | 2, Jeg føler mig fysisk tynget ned (uden fysisk energi) mere end halvdelen af tiden | 3, Jeg føler mig fysisk tynget ned (uden fysisk energi) det meste af tiden, adskillige timer dagligt, flere dage om ugen",,,,,,,y,,,,,
cidi_1,cidi_sf,"Disse spørgsmål omhandler perioder af tristhed eller depression som du kan have oplevet siden din sidste vurdering.",radio,"1. Har der været en periode hvor du har følt dig trist, tom eller deprimeret i to uger eller længere siden sidste vurdering?","0,Ja|1,Nej",,,,,,,y,,,,,
cidi_2,cidi_sf,,radio,"2. Tænk på en periode på 2 uger siden din sidste vurdering hvor følelsen af tristhed, tomhed eller depression var værst. Hvor ofte havde du det på denne måde i løbet af disse to uger?","0,Næsten hver dag og hele dagen|1,Mindre ofte",,,,,,"[cidi_1]=""0""",y,,,,,
cidi_3,cidi_sf,,radio,"3. Siden din seneste vurdering, har der så været en periode på to uger eller mere, hvor du mistede interessen for de fleste ting såsom hobbyer, arbejde eller andre aktiviteter, som normalt giver dig glæde?","0,Ja|1,Nej",,,,,,"[cidi_1] = '1' or [cidi_2]='1'",y,,,,,
cidi_4,cidi_sf,,radio,"4. Tænk på perioden på to uger siden din seneste vurdering hvor dit tab af interesse var værst. Hvor ofte havde du det på denne måde, i løbet af denne periode på to uger?","0,Næsten hver dag og hele dagen|1,Mindre ofte",,,,,,"[cidi_3] = '0'",y,,,,,
cidi_5,cidi_sf,,radio,"5. I løbet af perioden hvor du følte dig trist, tom eller deprimeret, havde du så en periode varende to uger eller mere hvor du mistede interessen for de fleste ting såsom hobbyer, arbejde, eller andre aktiviteter som normalt giver dig glæde?","0,Ja|1,Nej",,,,,,"[cidi_2]=""0""",y,,,,,
cidi_6,cidi_sf,,radio,"6. Tænk på perioden på to uger siden din seneste vurdering, hvor dit tab af interesse var værst. I løbet af denne periode på to uger, hvor ofte havde du det på denne måde?","0,Næsten hver dag og hele dagen|1,Mindre ofte",,,,,,"[cidi_5]=""0""",y,,,,,
cidi_7,cidi_sf,"Personer som har perioder hvor de føler sig triste, tomme eller deprimeret eller mister interesse, har ofte andre problemer samtidigt med disse. I løbet af denne periode på mindst to uger, siden din seneste vurdering, hvor du følte dig trist, tom eller deprimeret eller mistede interesse for ting:",radio,"7.  Manglede du energi eller følte dit mere træt end vanligt?","0,Ja|1,Nej",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",y,,,,,
cidi_8,cidi_sf,,radio,"8. Havde du mindre appetit end vanligt næsten hver dag?","0,Ja|1,Nej",,,,,,"[cidi_7]=""1"" or  [cidi_7]=""0""",y,,,,,
cidi_9,cidi_sf,,radio,"9. Tabte du dig op til et kilo om ugen, uden at dette var meningen, i adskillige uger?","0,Ja|1,Nej",,,,,,"[cidi_8]=""1"" or  [cidi_8]=""0""",y,,,,,
cidi_10,cidi_sf,,text,"10. Hvor meget tabte du dig omtrent i disse uger? (kg)",,kg,number,,,,"[cidi_9]=""0""",y,,,,,
cidi_11,cidi_sf,"I løbet af denne periode på mindst to uger siden din seneste vurdering, hvor du følte dig trist, tom eller deprimeret eller mistede interessen for ting:",radio,"11. Havde du meget større appetit end vanligt i løbet af to uger eller mere?","0,Ja|1,Ja, men på grund af graviditet eller vækstspurt|2,Nej",,,,,,"[cidi_9]=""1"" or  [cidi_9]=""0""",y,,,,,
cidi_12,cidi_sf,,radio,"12. Indtog du så meget mere føde, at du tog omkring 1 kilo eller mere på i vægt om ugen, i adskillige uger?","0,Ja|1,Nej",,,,,,"[cidi_11]=""1"" or  [cidi_11]=""0"" or [cidi_11]=""2""",y,,,,,
cidi_13,cidi_sf,,text,"13. Hvor meget tog du omtrent på i disse uger? (kg)",,kg,number,,,,"[cidi_12]=""0""",y,,,,,
cidi_14,cidi_sf,,radio,"14. Havde du problemer med at sove næsten hver nat, enten problemer med at falde i søvn, vågne midt om natten, eller at vågne for tidligt?","0,Ja|1,Nej",,,,,,"[cidi_12]=""1"" or  [cidi_12]=""0""",y,,,,,
cidi_15,cidi_sf,,radio,"15. Vågnede du mindst to timer før du havde tænkt dig, hver dag i mindst to uger?","0,Ja|1,Nej",,,,,,"[cidi_14]=""0""",y,,,,,
cidi_16,cidi_sf,,radio,"16. Sov du for meget næsten hver dag?","0,Ja|1,Nej",,,,,,"[cidi_14]=""1"" or [cidi_15]=""1"" or  [cidi_15]=""0""",y,,,,,
cidi_17,cidi_sf,,radio,"17. Snakkede eller bevægede du dig mere langsomt end hvad der er normalt for dig næsten dagligt, og på en måde så andre mennesker lagde mærke til det?","0,Ja, jeg talte eller bevægede mig mere langsomt og andre lagde mærke til det|1,Ja, jeg talte eller bevægede mig mere langsomt men andre lagde ikke mærke til det|2,Nej",,,,,,"[cidi_16]=""0"" or [cidi_16]=""1""",y,,,,,
cidi_18,cidi_sf,,radio,"18. Blev du nødt til at bevæge dig hele tiden, dvs. kunne du ikke sidde stille og måtte gå frem og tilbage, eller kunne du ikke holde dine hænder i ro når du sad, og dette på en måde så andre mennesker lagde mærke til det?","0,Ja, jeg blev nødt til at bevæge mig hele tiden, og andre lagde mærke til det.|1,Ja, jeg blev nødt til at bevæge mig hele tiden, men andre lagde ikke mærke til det|2,Nej",,,,,,"[cidi_17]=""0"" or  [cidi_17]=""1"" or [cidi_17]=""2""",y,,,,,
cidi_19,cidi_sf,,radio,"19. I løbet af denne periode på to uger, havde du så meget sværere ved at koncentrere dig end vanligt?","0,Ja|1,Nej",,,,,,"[cidi_18]=""0"" or [cidi_18]=""1"" or  [cidi_18]=""2""",y,,,,,
cidi_20,cidi_sf,,radio,"20. I løbet af denne periode, var du så i stand til at træffe beslutninger dig omkring ting du vanligt ikke har problemer med at træffe beslutninger omkring?","0,Ja|1,Nej",,,,,,"[cidi_19]=""0"" or [cidi_19]=""1""",y,,,,,
cidi_21,cidi_sf,,radio,"21. Man kan nogen gange føle sig nede, ikke god eller værdiløs. I løbet af denne periode på to uger, følte du dig da skyldig eller værdiløs?","0,Ja|1,Nej",,,,,,"[cidi_20]=""0"" or [cidi_20]=""1""",y,,,,,
cidi_22,cidi_sf,,radio,"22. I løbet af denne periode på to uger, tænkte du da meget på døden - enten din egen, andres eller død overordnet set?","0,Ja|1,Nej",,,,,,"[cidi_21]=""0"" or [cidi_21]=""1""",y,,,,,
cidi_23,cidi_sf,"Til det næste spørgsmål, tænk da venligst på perioder på mindst to uger siden din seneste vurdering hvor du følte dig trist, tom eller deprimeret, eller mistede interessen for ting.",radio,"23. Har der været en periode på to uger eller mere som i alvorlig grad har hæmmet din evne til at passe dit arbejde, passe dit hus eller familie, eller passe på dig selv?","0,Ja|1,Nej",,,,,,"[cidi_22]=""0"" or [cidi_22]=""1""",y,,,,,
cidi_24,cidi_sf,,text,"24. Hvor lang tid varede denne periode ca.? (I uger - du må gerne give et skøn).",,,integer,,,,"[cidi_23]=""0"" or [cidi_23]=""1""",y,,,,,
cidi_25,cidi_sf,,radio,"25. Har du informeret en professionel person om disse problemer(f.eks en læge, psykolog, socialrådgiver, sygeplejerske, andet støttende/plejende personale)","0,Ja|1,Nej",uger,,,,,"[cidi_23]=""0"" or [cidi_23]=""1""",y,,,,,
cidi_26,cidi_sf,"Siden din seneste vurdering",radio,"26. Har du nogensinde haft kontakt til en offentlig organisation på grund af problemer, som du havde og som ikke var relateret til dit fysiske helbred?(for eksempel en psykiatrisk afdeling, psykolog eller socialrådgivningen) ","0,Ja|1,Nej",,,,,,"[cidi_3] = '1' or [cidi_4] = '1' or [cidi_25]=""0"" or [cidi_25]=""1""",y,,,,,
cidi_27,cidi_sf,,checkbox,"27. Er du blevet diagnosticeret med følgende af en læge eller anden sundhedsfaglig? (Du kan vælge flere end ét svar)","0, Depression | 1, Bipolar lidelse | 2, Skizophreni eller psykose | 3, Spiseforstyrrelse | 4, Angsttilstand | 5, Panikangst | 6, Obsessiv-kompulsiv tilstand(OCD) | 7, Posttraumatisk stresstilstand(PTSD) | 8, Fobi | 9, ADD/ADHD | 10, Alkoholafhængighed | 11, Afhængighed af andre stoffer | 12, Anden diagnose | 13, Intet",,,,,,"[cidi_26]=""0"" or [cidi_26]=""1""",y,,,,,
cidi_27a,cidi_sf,,text,"Hvis du siden seneste vurdering er blevet diagnosticeret med en anden sygdom af en læge eller sundhedsfaglig person, angiv da venligst",,,,,,,"[cidi_27(12)]=""1""",y,,,,,
cidi_28,cidi_sf,,checkbox,"28. Har du modtaget behandling for nogle af følgende sygdomme, af en læge eller anden sundhedsfaglig person? Du kan vælge mere end ét svar.","0, Depression | 1, Bipolar lidelse | 2, Skizophreni eller psykose | 3, Spiseforstyrrelse | 4, Angsttilstand | 5, Panikangst | 6, Obsessiv-kompulsiv tilstand(OCD) | 7, Posttraumatisk stresstilstand(PTSD) | 8, Fobi | 9, ADD/ADHD | 10, Alkoholafhængighed | 11, Afhængighed af andre stoffer | 12, Anden diagnose | 13, Intet",,,,,,"[cidi_27(0)] = '1' or [cidi_27(1)] = '1' or [cidi_27(2)] = '1' or [cidi_27(3)] = '1' or [cidi_27(4)] = '1' or [cidi_27(5)] = '1' or [cidi_27(6)] = '1' or [cidi_27(7)] = '1' or [cidi_27(8)] = '1' or [cidi_27(9)] = '1' or [cidi_27(10)] = '1' or [cidi_27(11)] = '1' or [cidi_27(12)] = '1'",y,,,,,
cidi_28a,cidi_sf,,text,"Hvis du siden din seneste vurdering har modtaget behandling for en anden sygdom, af en læge eller anden sundhedsfaglig person, angiv da venligst.",,,,,,,"[cidi_28(12)]=""1""",y,,,,,
cidi_29,cidi_sf,,checkbox,"29. Har du modtaget nogen af følgende behandlinger? Du kan vælge mere end ét svar.","0,Antidepressiva|1,Psykoterapi (for eksempel kognitiv terapi, interpersonel terapi, eller andre konsultationer med en psykolog eller psykoterapeut)|2,Online hjælp eller sundhedshjælp over internettet|3,Løbeterapi eller fysisk aktivitets-terapi|4,Lysterapi|5,Indlæggelse på psykiatrisk afdeling|6,Elektrochockterapi (ECT)|7,Anden behandling|8,Ingen af disse",,,,,,"[cidi_28(0)] = '1' or [cidi_28(1)] = '1' or [cidi_28(2)] = '1' or [cidi_28(3)] = '1' or [cidi_28(4)] = '1' or [cidi_28(5)] = '1' or [cidi_28(6)] = '1' or [cidi_28(7)] = '1' or [cidi_28(8)] = '1' or [cidi_28(9)] = '1' or [cidi_28(10)] = '1' or [cidi_28(11)] = '1' or [cidi_28(12)] = '1' or [cidi_28(13)] = '1' or [cidi_27(13)] = '1'",y,,,,,
cidi_29a,cidi_sf,,text,"Hvis du siden din seneste vurdering har fået anden behandling, angiv da venligst.",,,,,,,"[cidi_29(7)]=""1""",y,,,,,
cidi_30,cidi_sf,,text,"30. Hvad er din vægt i kg? (Afrund venligst svaret til nærmeste hele tal.)",,kg,integer,,,,"[cidi_29(0)] = '1' or [cidi_29(1)] = '1' or [cidi_29(2)] = '1' or [cidi_29(3)] = '1' or [cidi_29(4)] = '1' or [cidi_29(5)] = '1' or [cidi_29(6)] = '1' or [cidi_29(7)] = '1' or [cidi_29(8)] = '1'",y,,,,,
gad7_1,gad7,"Hvor ofte i de sidste 14 dage har du været generet af følgende problemer",radio,"1. Følt dig nervøs, ængstelig eller anspændt","0,Slet ikke|1,Flere dage|2,Mere end halvdelen af dagene|3,Næsten hver dag",,,,,,,y,,,gad7,,
gad7_2,gad7,,radio,"2. Ikke kunnet holde op med at bekymre dig eller ikke kunnet styre din bekymring","0,Slet ikke|1,Flere dage|2,Mere end halvdelen af dagene|3,Næsten hver dag",,,,,,,y,,,gad7,,
gad7_3,gad7,,radio,"3. Bekymret dig for meget om alt muligt","0,Slet ikke|1,Flere dage|2,Mere end halvdelen af dagene|3,Næsten hver dag",,,,,,,y,,,gad7,,
gad7_4,gad7,,radio,"4. Haft svært ved at slappe af","0,Slet ikke|1,Flere dage|2,Mere end halvdelen af dagene|3,Næsten hver dag",,,,,,,y,,,gad7,,
gad7_5,gad7,,radio,"5. Været så rastløs, at du har haft svært ved at sidde stille","0,Slet ikke|1,Flere dage|2,Mere end halvdelen af dagene|3,Næsten hver dag",,,,,,,y,,,gad7,,
gad7_6,gad7,,radio,"6. Haft let ved at blive sur eller irritabel","0,Slet ikke|1,Flere dage|2,Mere end halvdelen af dagene|3,Næsten hver dag",,,,,,,y,,,gad7,,
gad7_7,gad7,,radio,"7. Været bange, som om noget frygteligt kunne ske","0,Slet ikke|1,Flere dage|2,Mere end halvdelen af dagene|3,Næsten hver dag",,,,,,,y,,,gad7,,
wsas_0,wsas,,radio,"Er du pensioneret eller vælger du ikke at have et arbejde af grunde som ikke er relateret til din MS(Multipel Sclerose)?","0, Ja | 1, Nej",,,,,,,y,,,,,
wsas_1,wsas,,radio,"1. Som følge af min MS er min evne til at arbejde forringet","0, 0 Slet ikke | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 Meget alvorligt, kan ikke arbejde",,,,,,,y,,,,,
wsas_2,wsas,,radio,"2. Som følge af min MS er min evne til at udføre praktisk husarbejde (gøre rent, rydde op, købe ind, lave mad, passe børn, betale regninger) forringet","0, 0 Slet ikke | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 Meget alvorligt",,,,,,,y,,,,,
wsas_3,wsas,,radio,"3. Som følge af min MS er min evne til at dyrke fritidsaktiviteter sammen med andre(for eksempel fester, bar-besøg, natklubber, tage på udflugter, besøg, stævnemøder, underholde gæster) forringet.","0, 0 Slet ikke | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 Meget alvorligt",,,,,,,y,,,,,
wsas_4,wsas,,radio,"4. Som følge af min MS er min evne til at gennemføre individuelle fritidsaktiviteter alene (for eksempel læse en bog, ordne have, sy, gå en tur, hobbyaktiviteter) forringet","0, 0 Slet ikke | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 Meget alvorligt",,,,,,,y,,,,,
wsas_5,wsas,,radio,"5. Som følge af min MS er min evne til at skabe og opretholde tætte relationer til familien, herunder dem jeg lever/bor sammen med, forringet","0, 0 Slet ikke | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 Meget alvorligt",,,,,,,y,,,,,
sf36_1,sf_36,,radio,"1. Hvordan synes du overordnet set at dit helbred er?","1, Fremragende | 2, Vældig godt | 3, Godt | 4, Mindre godt | 5, Dårligt",,,,,,,y,,,,,
sf36_2,sf_36,,radio,"2. Sammenlignet med for ét år siden, hvordan er dit helbred overordnet set nu?","1, Meget bedre nu end for ét år siden | 2, Noget bedre nu end for ét år siden | 3, Nogenlunde det samme | 4, Noget dårligere nu end for et år siden | 5, Meget dårligere nu end for et år siden",,,,,,,y,,,,,
sf36_3a,sf_36,"3. De følgende spørgsmål handler om aktiviteter i dagligdagen. Er du på grund af dit helbred begrænset i disse aktiviteter? I så fald hvor meget?",radio,"a. Krævende aktiviteter, som fx at løbe, løfte tunge ting, deltage ianstrengende sport","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_3b,sf_36,,radio,"b. Lettere aktiviteter, såsom at flytte et bord, støvsuge eller cykle","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_3c,sf_36,,radio,"c. At løfte eller bære dagligvarer","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_3d,sf_36,,radio,"d. At gå flere etager op ad trapper","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_3e,sf_36,,radio,"e. At gå én etage op ad trapper","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_3f,sf_36,,radio,"f. At bøje sig ned eller gå ned knæ","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_3g,sf_36,,radio,"g. Gå mere end én kilometer","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_3h,sf_36,,radio,"h. Gå nogle hundrede meter","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_3i,sf_36,,radio,"i. Gå 100 meter","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_3j,sf_36,,radio,"j. Gå i bad eller tage tøj på","1, Ja, meget begrænset | 2, Ja, lidt begrænset | 3, No, Nej, slet ikke begrænset",,,,,,,y,,,sf36_3,,
sf36_4a,sf_36,"4. Har du inden for de sidste 4 uger, haft nogen af følgende problemer med dit arbejde eller andre daglige aktiviteter på grund af dit fysiske helbred?",radio,"a. Jeg har skåret ned på den tid, jeg bruger på arbejde eller andre aktiviteter","1,Ja|2,Nej",,,,,,,y,RH,,,,
sf36_4b,sf_36,,radio,"b. Jeg har nået mindre, end jeg gerne ville","1,Ja|2,Nej",,,,,,,y,RH,,,,
sf36_4c,sf_36,,radio,"c. Jeg har været begrænset i hvilken slags arbejde eller andre aktiviteter, jeg har kunne udføre","1,Ja|2,Nej",,,,,,,y,RH,,,,
sf36_4d,sf_36,,radio,"d. Jeg har haft besvær med at udføre mit arbejde eller andre aktiviteter (f.eks. krævede det en ekstra indsats)","1,Ja|2,Nej",,,,,,,y,RH,,,,
sf36_5a,sf_36,"5. Har du inden for de sidste 4 uger haft nogen af følgende problemer med dit arbejde eller andre daglige aktiviteter på grund af følelsesmæssige problemer?",radio,"a. Jeg har skåret ned på den tid, jeg bruger på arbejde eller andre aktiviteter","1,Ja|2,Nej",,,,,,,y,RH,,,,
sf36_5b,sf_36,,radio,"b. Jeg har nået mindre, end jeg gerne ville","1,Ja|2,Nej",,,,,,,y,RH,,,,
sf36_5c,sf_36,,radio,"c. Jeg har udført mit arbejde eller aktiviteter mindre omhyggeligt, end jeg plejer","1,Ja|2,Nej",,,,,,,y,RH,,,,
sf36_6,sf_36,6,radio,"Inden for de sidste 4 uger hvor meget har dit fysiske helbred eller følelsesmæssige problemer vanskeliggjort din kontakt med familie, venner, naboer eller andre?","1,Slet ikke|2,Lidt|3,Noget|4,En hel del|5,Virkelig meget",,,,,,,y,,,,,
sf36_7,sf_36,7,radio,"Hvor stærke fysiske smerter har du haft i de sidste 4 uger?","1,Ingen|2,Meget lette|3,Lette|4,Middelstærke|5,Stærke|6,Meget stærke",,,,,,,y,,,,,
sf36_8,sf_36,8,radio,"Inden for de sidste 4 uger hvor meget har fysisk smerte vanskeliggjort dit daglige arbejde (både arbejde udenfor hjemmet og husarbejde)","1,Slet ikke|2,Lidt|3,Noget|4,En hel del|5,Virkelig meget",,,,,,,y,,,,,
sf36_9a,sf_36,"9. Disse spørgsmål handler om, hvordan du har haft det i de sidste 4 uger. Angiv venligst det svar som kommer tættest på hvordan du har haft det. Hvor stor en del af tiden i de sidste 4 uger:",radio,"a. Har du følt dig veloplagt og fuld af liv?","1,Hele tiden|2,Det meste af tiden|3,En hel del af tiden|4,Noget af tiden|5,Lidt af tiden|6,På intet tidspunkt",,,,,,,y,,,sf36_9,,
