"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mh_phys_activity,medical_history,,radio,"How often per week do you engage in physical activities in your leisure time that cause sweating?","0,Never|1,Once per week|2,Twice per week|3,Three times per week|4,Four times per week or more",,,,,,,y,,,,,
mh_hours_sleep,medical_history,,text,"On a normal day, how many hours of sleep do you get?",,,integer,,,,,y,,,,,
mh_longst_illness,medical_history,,radio,"Do you have a long-standing illness or disability which has troubled you for a period of time or is likely to affect you over a period of time?","0,No|1,Yes",,,,,,,y,,,,,
mh_longst_illness_type,medical_history,,checkbox,"If you have a long-standing illness or disability, please indicate which of the following applies","0, Asthma | 1, Chronic bronchitis | 2, Other chest trouble | 3, Diabetes | 4a, Depression | 4, Stomach or other digestive disorder | 5, Liver trouble | 6, Kidney trouble | 7, Rheumatoid arthritis | 8, Osteoarthritis | 9, Heart trouble | 10, Cancer | 11, High blood pressure | 12, Multiple Sclerosis | 13, Epilepsy/fits | 14, Stroke | 15, Other neurological trouble | 16, Migraine | 17, Back trouble | 18, Other",,,,,,"[mh_longst_illness] = '1'",y,,,,,
mh_cancer_type,medical_history,,text,"Please specify cancer",,,,,,,"[mh_longst_illness_type(10)] = '1'",y,,,,,
mh_illness_type,medical_history,,text,"If you have any other long-standing illness or disability, please specify",,,,,,,"[mh_longst_illness_type(18)] = '1'",y,,,,,
mh_srious_illness,medical_history,,radio,"Which of the long-standing illness or abilities is the most serious or important to you?","0,Asthma|1,Chronic bronchitis|2,Other chest trouble|3,Diabetes|4a,Depression|4,Stomach or other digestive disorder|5,Liver trouble|6,Kidney trouble|7,Rheumatoid arthritis|8,Osteoarthritis|9,Heart trouble|10,Cancer|11,High blood pressure|12,Multiple Sclerosis|13,Epilepsy/fits|14,Stroke|15,Other neurological trouble|16,Migraine|17,Back trouble|18,Other",,,,,,"[mh_longst_illness]=""1""",y,,,,,
mh_ilness_onset_age,medical_history,,text,"How old were you when this illness started?",,,integer,,,,"[mh_longst_illness]=""1""",y,,,,,
own_smartphone,technology_usage,,radio,"Do you currently own a smartphone?","0, No | 1, Yes",,,,,,,y,,,,,
smartphone_type,technology_usage,,radio,"If yes, what kind of smartphone do you own?","0, Android | 1, iPhone",,,,,,"[own_smartphone]=""1""",y,,,,,
android_model,technology_usage,,text,"If Android smartphone, please specify make/model",,,,,,,"[smartphone_type]=""0""",y,,,,,
phone_contract,technology_usage,,text,"Who is your current mobile phone contract with?",,,,,,,,y,,,,,
phone_call_allowance,technology_usage,,text,"What is your monthly call allowance?",,,,,,,,y,,,,,
phone_text_allowance,technology_usage,,text,"What is your monthly text allowance?",,,,,,,,y,,,,,
phone_data_allowance,technology_usage,,text,"What is your monthly data allowance?",,,,,,,,y,,,,,
phone_contract_expiration,technology_usage,,text,"When is your mobile phone contract due to expire?",,,date_dmy,,,,,y,,,,,
no_smartphone,technology_usage,,radio,"If you do not own a smartphone, would you be willing to use a smartphone for the purposes of this research study?","0, No | 1, Yes",,,,,,"[own_smartphone]=""0""",y,,,,,
fitness_tracker_used,technology_usage,,radio,"Have you ever used a wearable fitness tracker before?","0, No | 1, Yes",,,,,,,y,,,,,
fitness_tracker_time_used,technology_usage,,text,"How long did you use a wearable fitness tracker for? (in months)",,,,,,,"[fitness_tracker_used]=""1""",y,,,,,
fitness_tracker_using,technology_usage,,radio,"Are you still using a wearable fitness tracker?","0, No | 1, Yes",,,,,,"[fitness_tracker_used]=""1""",y,,,,,
fitness_tracker_stopped,technology_usage,,text,"If no, why did you stop using a wearable fitness tracker?",,,,,,,"[fitness_tracker_used]=""1"" and [fitness_tracker_using]=""0""",y,,,,,
fitness_tracker_st_time,technology_usage,,text,"How long ago did you stop using your wearable fitness tracker?  (in months)",,,,,,,"[fitness_tracker_used]=""1"" and [fitness_tracker_using]=""0""",y,,,,,
wearable_at_job,technology_usage,,radio,"Do you have a job that would prevent you from using a wrist-worn wearble during working hours?","0, No | 1, Yes",,,,,,,y,,,,,
mobile_phone_at_job,technology_usage,,radio,"Do you have a job that prevents you from using a mobile phone for long periods of time?","0, No | 1, Yes",,,,,,,y,,,,,
sapas_1,standardised_assessment_of_personality,"Please tick a response if you think the description applies most of the time and in most situations.",radio,"In general, do you have difficulty making and keeping friends?","0, No | 1, Yes",,,,,,,y,,,sapas,,
sapas_2,standardised_assessment_of_personality,,radio,"Would you normally describe yourself as a loner?","0, No | 1, Yes",,,,,,,y,,,sapas,,
sapas_3,standardised_assessment_of_personality,,radio,"In general, do you trust other people?","0, No | 1, Yes",,,,,,,y,,,sapas,,
sapas_4,standardised_assessment_of_personality,,radio,"Do you normally lose your temper easily?","0, No | 1, Yes",,,,,,,y,,,sapas,,
sapas_5,standardised_assessment_of_personality,,radio,"Are you normally an impulsive sort of person?","0, No | 1, Yes",,,,,,,y,,,sapas,,
sapas_6,standardised_assessment_of_personality,,radio,"Are you normally a worrier?","0, No | 1, Yes",,,,,,,y,,,sapas,,
sapas_7,standardised_assessment_of_personality,,radio,"In general, do you depend on others a lot?","0, No | 1, Yes",,,,,,,y,,,sapas,,
sapas_8,standardised_assessment_of_personality,,radio,"In general, are you a perfectionist?","0, No | 1, Yes",,,,,,,y,,,sapas,,
lte_1,lte_sr,"Please tell us whether of the following have happened in the last year, or ever in your lifetime",radio,"You yourself suffered a serious illness, injury or an assault.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_2,lte_sr,,radio,"A serious illness, injury or assault happened to a close relative.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_3,lte_sr,,radio,"Your parent, child or partner died.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_4,lte_sr,,radio,"A close family friend or another relative (aunt, cousin, grandparent) died.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_5,lte_sr,,radio,"You had a separation due to marital/civil partnership difficulties.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_6,lte_sr,,radio,"You broke off a steady relationship.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_7,lte_sr,,radio,"You had a serious problem with a close friend, neighbour or relative.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_8,lte_sr,,radio,"You became unemployed or you were seeking work unsuccessfully for more than one month.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_9,lte_sr,,radio,"You were sacked from your job.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_10,lte_sr,,radio,"You had a major financial crisis.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_11,lte_sr,,radio,"You had problems with the police and a court appearance.","0, No | 1, Yes - in the last year | 2, Yes - ever",,,,,,,y,,,lte,,
lte_12a,lte_sr,,radio,"Something you valued was lost or stolen (at least one such event in the last 3 months)","0, No | 1, Yes",,,,,,,y,,,lte_12ab,,
lte_12b,lte_sr,,radio,"Something you valued was lost or stolen  (at least one such event in the last 6 months)","0, No | 1, Yes",,,,,,,y,,,lte_12ab,,
ldasr_1,lifetime_depression_assessment_self_report,"The next questions are about periods of sadness and depression in your life.",radio,"Have you ever had a time in your life when you felt sad, empty or depressed for two weeks or longer?","0, Yes | 1, No",,,,,,,y,,,,,
ldasr_2,lifetime_depression_assessment_self_report,,radio,"For the next question, think about a period of two weeks in your life when these feelings were worst. During this period of two weeks, how often did you feel this way?","0, Almost every day, most of the day | 1, Less often",,,,,,"[ldasr_1]=""0""",y,,,,,
ldasr_3,lifetime_depression_assessment_self_report,,radio,"Have you ever had a time in your life lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?","0, Yes | 1, No",,,,,,"[ldasr_1] = '1' or [ldasr_2]='1'",y,,,,,
ldasr_4,lifetime_depression_assessment_self_report,,radio,"For the next question, think about the period of two weeks in your life when your loss of interest was worst. During this period of two weeks, how often did you feel this way?","0, Almost every day, most of the day | 1, Less often",,,,,,"[ldasr_3] = '0'",y,,,,,
ldasr_5,lifetime_depression_assessment_self_report,,radio,"During this period that you felt sad, empty or depressed, did you ever have a period lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?","0, Yes | 1, No",,,,,,"[ldasr_2]=""0""",y,,,,,
ldasr_6,lifetime_depression_assessment_self_report,,radio,"For the next question, think about the period of two weeks in your life when your loss of interest were worst. During this period of two weeks, how often did you feel this way?","0, Almost every day, most of the day | 1, Less often",,,,,,"[ldasr_5]=""0""",y,,,,,
ldasr_7,lifetime_depression_assessment_self_report,"People who have periods in which they feel sad, empty or depressed or lose interest, often have other problems at the same time. During this period of at least two weeks when you felt sad, empty or depressed or lost interest in things:",radio,"Did you lack energy or feel tired more than usual?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_8,lifetime_depression_assessment_self_report,,radio,"Did you have less appetite than usual almost every day?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_9,lifetime_depression_assessment_self_report,,radio,"Did you lose weight without trying to, as much as a kilo a week for several weeks?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_10,lifetime_depression_assessment_self_report,,text,"About how much weight did you lose in those weeks? (kg)",,kg,number,,,,"[ldasr_9] = '0'",y,,,,,
ldasr_11,lifetime_depression_assessment_self_report,"During this period of at least two weeks when you felt sad, empty or depressed or lost interest in things:",radio,"Did you have a much larger appetite than usual almost every day for two weeks or more?","0, Yes | 1, Yes but only because of a pregnancy of growth spurt | 2, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_12,lifetime_depression_assessment_self_report,,radio,"Did your eating increase so much that you gained weight, as much as a kilo a week for several weeks?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_13,lifetime_depression_assessment_self_report,,text,"About how much weight did you gain in those weeks? (kg)",,kg,number,,,,"[ldasr_12]=""0""",y,,,,,
ldasr_14,lifetime_depression_assessment_self_report,,radio,"Did you have trouble sleeping almost every night, either trouble falling asleep, waking in the middle of the night, or waking up too early?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_15,lifetime_depression_assessment_self_report,,radio,"Did you wake up at least two hours before you wanted to, every day for at least two weeks?","0, Yes | 1, No",,,,,,"[ldasr_14]=""0""",y,,,,,
ldasr_16,lifetime_depression_assessment_self_report,,radio,"Were you sleeping too much almost every day?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_17,lifetime_depression_assessment_self_report,,radio,"Did you talk or move more slowly than is normal for you almost every day, in a way that other people have noticed?","0, Yes, I talked or moved more slowly and other people did notice | 1, Yes, I talked or moved more slowly but other people did not notice | 2, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_18,lifetime_depression_assessment_self_report,,radio,"Did you have to be moving all the time, that is, you could not sit still and paced up and down or couldn't keep your hands still when sitting, in a way that other people noticed?","0, Yes, I had to be moving all the time and other people did notice | 1, Yes, I had to be moving all the time but other people did not notice | 2, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_19,lifetime_depression_assessment_self_report,,radio,"During this period of two weeks, did you have a lot more trouble concentrating than usual?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_20,lifetime_depression_assessment_self_report,,radio,"During this period, were you able to make up your mind about things you ordinarily had no trouble deciding about?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_21,lifetime_depression_assessment_self_report,,radio,"People sometimes feel down on themselves, no good, or worthless. During this period of two weeks, did you feel guilty or worthless?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_22,lifetime_depression_assessment_self_report,,radio,"During this period of two weeks, did you think a lot about death - either your own, someone else's, or death in general?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_23,lifetime_depression_assessment_self_report,"For the next question, please think about the periods of at least two weeks in your life when you when you felt sad, empty or depressed or lost interest in things.",radio,"Did any period lasting two weeks or longer seriously interfere with your ability to do your job, take care of your house or family, or take care of yourself?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_24,lifetime_depression_assessment_self_report,,text,"About how long did the longest period like this last? You may give an estimate. (weeks)",,weeks,integer,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_25,lifetime_depression_assessment_self_report,,radio,"How many periods like this did you have in your life?","0, 1 | 1, 2 or more",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_26,lifetime_depression_assessment_self_report,,radio,"Did you have a period like this in the last 12 months?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_35,lifetime_depression_assessment_self_report,,radio,"Are you currently experiencing a period like this?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0"" and [ldasr_26]=""0""",y,,,,,
ldasr_27,lifetime_depression_assessment_self_report,,text,"About how old were you the first time you had a period like this? (whether or not you received any help for it) ",,,integer,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_28,lifetime_depression_assessment_self_report,,radio,"Did you ever tell a professional about these problems (for example a medical doctor, psychologist, social worker, nurse, or other helping professional)?","0, Yes | 1, No",,,,,,"[ldasr_4]=""0"" or [ldasr_5]=""1"" or  [ldasr_6]=""1"" or  [ldasr_6]=""0""",y,,,,,
ldasr_29,lifetime_depression_assessment_self_report,,radio,"Have you ever had contact with a social service organisation for problems that you had that were not related to your physical health? (for example a mental health institute, psychologist, or social work)","0, Yes | 1, Yes in the past, not anymore | 2, No",,,,,,,y,,,,,
ldasr_30,lifetime_depression_assessment_self_report,,checkbox,"Please tick the conditions that you have ever been diagnosed with by a professional or medical doctor. You can tick more than one answer.","0, Depression | 1, Bipolar disorder | 2, Schizophrenia or psychosis | 3, Eating disorder | 4, Anxiety disorder | 5, Panic disorder | 6, Obsessive compulsive disorder | 7, Post-traumatic stress disorder | 8, Phobia | 9, ADD/ADHD | 10, Alcohol addiction | 11, Drug addiction | 12, Other | 13, None",,,,,,,y,,,,,
ldasr_30a,lifetime_depression_assessment_self_report,,text,"If you ever have been diagnosed any other condition by a professional or medical doctor, please specify",,,,,,,"[ldasr_30(12)] = '1'",y,,,,,
ldasr_31,lifetime_depression_assessment_self_report,,checkbox,"Please tick the conditions that you have ever received treatment for by a professional or medical doctor. You can tick more than one answer.","0, Depression | 1, Bipolar disorder | 2, Schizophrenia or psychosis | 3, Eating disorder | 4, Anxiety disorder | 5, Panic disorder | 6, Obsessive compulsive disorder | 7, Post-traumatic stress disorder | 8, Phobia | 9, ADD/ADHD | 10, Alcohol addiction | 11, Drug addiction | 12, Other | 13, None",,,,,,"[ldasr_30(0)] = '1' or [ldasr_30(1)] = '1' or [ldasr_30(2)] = '1' or [ldasr_30(3)] = '1' or [ldasr_30(4)] = '1' or [ldasr_30(5)] = '1' or [ldasr_30(6)] = '1' or [ldasr_30(7)] = '1' or [ldasr_30(8)] = '1' or [ldasr_30(9)] = '1' or [ldasr_30(10)] = '1' or [ldasr_30(11)] = '1' or [ldasr_30(12)] = '1'",y,,,,,
ldasr_31a,lifetime_depression_assessment_self_report,,text,"If you ever have been treated for any other condition by a professional or medical doctor, please specify",,,,,,,"[ldasr_32(7)] = '1'",y,,,,,
ldasr_32,lifetime_depression_assessment_self_report,,checkbox,"Have you ever had the following treatments? You can tick multiple answers.","0, Antidepressants | 1, Psychotherapy (for example cognitive behavioural therapy, interpersonal therapy or other consults with a psychologist or psychotherapist) | 2, Online help program or e-health intervention | 3, Running therapy or physical activity | 4, Light therapy | 5, Hospitalization in psychiatric hospital | 6, Electroconvulsive therapy (ECT) | 7, Other | 8, None of these treatments",,,,,,,y,,,,,
ldasr_32a,lifetime_depression_assessment_self_report,,text,"If you ever had any other treatment, please specify",,,,,,,"[ldasr_32(7)] = '1'",y,,,,,
ldasr_33,lifetime_depression_assessment_self_report,,text,"What is your height in cm? Please round your answer to the nearest whole number.",,cm,integer,,,,,y,,,,,
ldasr_34,lifetime_depression_assessment_self_report,,text,"What is your weight in kg? Please round your answer to the nearest whole number.",,kg,integer,,,,,y,,,,,
ids_date_of_completion,suicidality,,text,"Date of IDS",,,date_dmy,,,,,,,,,,
ids_score,suicidality,,radio,"IDS score","1, 2: I think of suicide or death several times a week for several minutes | 2, 3: I think of suicide or death several times a day in some detail, or have actually planned to take my life",,,,,,,,,,,,
researcher_doing_risk_asse,suicidality,,dropdown,"Researcher doing risk assessment","1, Alina | 2, Katie | 3, Faith | 4, Jessica | 5, Carolin",,,,,,,,,,,,
date_of_ids_risk_follow_up,suicidality,,text,"Date of IDS risk follow-up",,,date_dmy,,,,,,,,,,
suicide_plans,suicidality,,notes,"1. Change from normal?
Is it a constant state? Or has anything happened recently to cause these thoughts?",,,,,,,,,,,,,
suicide_plans2,suicidality,,notes,"2. Plans and availability of methods
a) Any current plans about committing suicide? YES - have you taken any actions towards pursuing these plans (eg, bought medication)?
b) Anything stopping you from doing this?",,,,,,,,,,,,,
suicide_thoughts_atypical,suicidality,,notes,"3. Self-harm and recurrence
a) Have you self-harmed in the past?
b) How long ago was the last suicide attempt?",,,,,,,,,,,,,
suicide_support,suicidality,,notes,"4. Professional support
Are you in touch with mental health services/GP about this? When did you see them last? What kind of support are you receiving?",,,,,,,,,,,,,
access_to_services,suicidality,,notes,"5. Family / social support
Is there someone else you can talk to about these feelings?",,,,,,,,,,,,,
notes_access_to_services,suicidality,,notes,"6. Feeling safe?
Do you feel safe? What do you do if you don't?",,,,,,,,,,,,,
feeling_safe,suicidality,,notes,"*7. Reasons
If a reason for suicide comes up ask for details",,,,,,,,,,,,,
other_suicidal,suicidality,,notes,"Other notes on suicidal thoughs",,,,,,,,,,,,,
actions_taken_by_the_team,suicidality,,notes,"Actions taken by the team following the risk assessment",," (ie emailing info, letter to GP, no action taken, etc)",,,,,,,,,,,
assessment_date,suicidality,"New depressive episode",text,"Date of assessment",,,date_dmy,,,,,,,,,,
depr_epi_verified,suicidality,,yesno,"Depression episode verified?",,,,,,,,,,,,,
depressed_frequently,suicidality,,yesno,"In the past <U>three months</U> (or from the date that they answered the OA), has there been a period of time where you were feeling depressed or down most of the day or nearly every day?",,,,,,,,,,,,,
depression_period,suicidality,,text,"When has this period roughly started and finished? ",,,,,,,,,,,,,
depr_interest,suicidality,,yesno,"During that time, did you have less interest or pleasure in things you usually enjoyed?",,,,,,,,,,,,,
less_interest,suicidality,,text,"Has this lasted for as long as two weeks? ",,,,,,,,,,,,,
sleep_appetite,suicidality,,yesno,"Focusing on the worst 2 week period, have you had any change in sleeping or appetite? ",,,,,,,,,,,,,
phys_ill,suicidality,,text,"Just before this period of symptoms began, were you physically ill?",,,,,,,,,,,,,
epi_medication,suicidality,,yesno,"Were you taking any medications? ",,,,,,,,,,,,,
med_change,suicidality,,text,"Has there been any changes to the amount you were taking?",,,,,,,,,,,,,
depri_help,suicidality,,text,"Have you sought help from anyone to help deal with these feelings (e.g. GP)? Do you have a plan going forward?",,,,,,,,,,,,,
suicidality_ts,suicidality,,text,"Form first saved on",,,datetime_seconds_ymd,,,,,,,,,," @NOW @READONLY @READONLY"
ids_1,ids_sr,"Please indicate the one response to each item that best describes you for the past seven days. ",radio,"1. Falling asleep ","0, I never take longer than 30 minutes to fall asleep | 1, I take at least 30 minutes to fall asleep, less than half the time | 2, I take at least 30 minutes to fall asleep, more than half the time | 3, I take more than 60 minutes to fall asleep, more than half the time",,,,,,,y,,,,,
ids_2,ids_sr,,radio,"2. Sleep during the night","0, I do not wake up at night | 1, I have a restless, light sleep with a few brief awakenings each night | 2, I wake up at least once a night, but I go back to sleep easily | 3, I awaken more than once a night and stay awake for 20 minutes or more, more than half the time",,,,,,,y,,,,,
ids_3,ids_sr,,radio,"3. Waking up too early","0, Most of the time, I awaken no more than 30 minutes before I need to get up | 1, More than half the time, I awaken more than 30 minutes before I need to get up | 2, I almost always awaken at least one hour or so before I need to, but I go back to sleep eventually | 3, I awaken at least one hour before I need to, and can not go back to sleep",,,,,,,y,,,,,
ids_4,ids_sr,,radio,"4. Sleeping too much","0, I sleep no longer than 7-8 hours per night without napping during the day | 1, I sleep no longer than 10 hours in a 24 hour period, including naps | 2, I sleep no longer than 12 hours in a 24-hour period, including naps | 3, I sleep longer than 12 hours in a 24-hour period, including naps",,,,,,,y,,,,,
ids_5,ids_sr,,radio,"5. Feeling sad","0, I do not feel sad | 1, I feel sad less than half the time | 2, I feel sad more than half the time | 3, I feel sad nearly all of the time",,,,,,,y,,,,,
ids_6,ids_sr,,radio,"6. Feeling irritable","0, I do not feel irritable | 1, I feel irritable less than half the time | 2, I feel irritable more than half the time | 3, I feel extremely irritable nearly all of the time",,,,,,,y,,,,,
ids_7,ids_sr,,radio,"7. Feeling anxious or tense","0, I do not feel anxious or tense | 1, I feel anxious (tense) less than half the time | 2, I feel anxious (tense) more than half the time | 3, I feel extremely anxious (tense) nearly all of the time",,,,,,,y,,,,,
ids_8,ids_sr,,radio,"8. Response of your mood to good or desired events","0, My mood brightens to a normal level which lasts for several hours when good events occur | 1, My mood brightens but I do not feel like my normal self when good events occur | 2, My mood brightens only somewhat to a rather limited range of desired events | 3, My mood does not brighten at all, even when very good or desired events occur in my life",,,,,,,y,,,,,
ids_9,ids_sr,,radio,"9. Your mood in relation to time of day","0, There is no regular relationship between my mood and the time of day | 1, My mood often relates to the time of day because of environmental events (e.g., being alone, working) | 2, In general, my mood is more related to the time of day than to environmental events | 3, My mood is clearly and predictably better or worse at a particular time each day",,,,,,,y,,,,,
ids_9a,ids_sr,,radio,"10. Is your mood typically worse in the morning, afternoon or night?","1, morning | 2, afternoon | 3, night",,,,,,"[ids_9] = '1' or [ids_9] = '2' or [ids_9] = '3'",y,,,,,
ids_9b,ids_sr,,radio,"11. Is your mood variation attributed to the environment?","0, No | 1, Yes",,,,,,"[ids_9] = '1' or [ids_9] = '2' or [ids_9] = '3'",y,,,,,
ids_10,ids_sr,,radio,"12. The quality of your mood","0, The mood (internal feelings) that I experience is very much a normal mood | 1, My mood is sad, but this sadness is pretty much like the sad mood I would feel if someone close to me died or left | 2, My mood is sad, but this sadness has a rather different quality to it than the sadness I would feel if someone close to me died or left | 3, My mood is sad, but this sadness is different from the type of sadness associated with grief or loss",,,,,,,y,,,,,
ids_11,ids_sr,"Please indicate the one response to each item that best describes you for the past seven days. Please complete 13 or 14 (not both).",radio,"13. Decreased appetite","0, There is no change in my usual appetite | 1, I eat somewhat less often or lesser amounts of food than usual | 2, I eat much less than usual and only with personal effort | 3, I rarely eat within a 24-hour period, and only with extreme personal effort or when others persuade me to eat","Please fill out either question 13 or 14, not both.",,,,,[ids_12]='',y,,,,,
ids_12,ids_sr,,radio,"14. Increased appetite","0, There is no change in my usual appetite | 1, I feel a need to eat more frequently than usual | 2, I regularly eat more often and/or greater amounts of food than usual | 3, I feel driven to overeat both at mealtime and between meals","Please fill out either question 13 or 14, not both.",,,,,[ids_11]='',y,,,,,
ids_13,ids_sr,"Please indicate the one response to each item that best describes you for the past two weeks. Please complete 15 or 16 (not both).",radio,"15. Within the last two weeks","0, I have not had a change in my weight | 1, I feel as if I've had a slight weight loss | 2, I have lost 2 pounds (1 kg) or more | 3, I have lost 5 pounds (2.5 kg) or more","Please fill out either question 15 or 16, not both.",,,,,[ids_14]='',y,,,,,
ids_14,ids_sr,,radio,"16. Within the last two weeks","0, I have not had a change in my weight | 1, I feel as if I've had a slight weight gain | 2, I have gained 2 pounds (1kg) or more | 3, I have gained 5 pounds (2.5 kg) or more","Please fill out either question 15 or 16, not both.",,,,,[ids_13]='',y,,,,,
ids_15,ids_sr,"Please indicate the one response to each item that best describes you for the past seven days. ",radio,"17. Concentration/decision making","0, There is no change in my usual capacity to concentrate or make decisions | 1, I occasionally feel indecisive or find that my attention wanders | 2, Most of the time, I struggle to focus my attention or to make decisions | 3, I cannot concentrate well enough to read or cannot make even minor decisions",,,,,,,y,,,,,
ids_16,ids_sr,,radio,"18. View of myself","0, I see myself as equally worthwhile and deserving as other people | 1, I am more self-blaming than usual | 2, I largely believe that I cause problems for others | 3, I think almost constantly about major and minor defects in myself",,,,,,,y,,,,,
ids_17,ids_sr,,radio,"19. View of my future","0, I have an optimistic view of my future | 1, I am occasionally pessimistic about my future, but for the most part I believe things will get better | 2, I am pretty certain that my immediate future (1-2 months) does not hold much promise of good things for me | 3, I see no hope of anything good happening to me anytime in the future",,,,,,,y,,,,,
ids_18,ids_sr,,radio,"20. Thoughts of death or suicide","0, I do not think of suicide or death | 1, I feel that life is empty or wonder if it is worth living | 2, I think of suicide or death several times a week for several minutes | 3, I think of suicide or death several times a day in some detail, or I have made specific plans for suicide or have actually tried to take my life",,,,,,,y,,,,,
ids_19,ids_sr,,radio,"21. General interest","0, There is no change from usual in how interested I am in other people or activities | 1, I notice that I am less interested in people or activities | 2, I find I have interest in only one or two of my formerly pursued activities | 3, I have virtually no interest in formerly pursued activities",,,,,,,y,,,,,
ids_20,ids_sr,,radio,"22. Energy level","0, There is no change in my usual level of energy | 1, I get tired more easily than usual | 2, I have to make a big effort to start or finish my usual daily activities (e.g,shopping, homework, cooking or going to work) | 3, I really cannot carry our most of my usual daily activities because I just do not have the energy",,,,,,,y,,,,,
ids_21,ids_sr,,radio,"23. Capacity for pleasure or enjoyment (excluding sex)","0, I enjoy pleasurable activities just as much as usual | 1, I do not feel my usual sense of enjoyment from pleasurable activities | 2, I rarely get a feeling of pleasure from any activity | 3, I am unable to get pleasure or enjoyment from anything",,,,,,,y,,,,,
